Year,State,State Code,Ten-Year Age Groups,Multiple Cause of death,Multiple Cause of death Code,Deaths,Population,Crude Rate
1999,Michigan,26,65-74 years,"Surgical procedure, unspecified",Y83.9,33,645471,5.1
1999,Michigan,26,75-84 years,Surgical operation with implant of artificial internal device,Y83.1,39,429319,9.1
1999,Michigan,26,75-84 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,53,429319,12.3
1999,Michigan,26,75-84 years,Surgical operation with formation of external stoma,Y83.3,10,429319,Unreliable
1999,Michigan,26,75-84 years,Other reconstructive surgery,Y83.4,25,429319,5.8
1999,Michigan,26,75-84 years,Removal of other organ (partial) (total),Y83.6,34,429319,7.9
1999,Michigan,26,75-84 years,Other surgical procedures,Y83.8,12,429319,Unreliable
1999,Michigan,26,75-84 years,"Surgical procedure, unspecified",Y83.9,46,429319,10.7
1999,Michigan,26,85+ years,Surgical operation with implant of artificial internal device,Y83.1,18,139784,Unreliable
1999,Michigan,26,85+ years,"Surgical operation with anastomosis, bypass or graft",Y83.2,12,139784,Unreliable
1999,Michigan,26,85+ years,Removal of other organ (partial) (total),Y83.6,18,139784,Unreliable
1999,Michigan,26,85+ years,"Surgical procedure, unspecified",Y83.9,30,139784,21.5
1999,Minnesota,27,55-64 years,Surgical operation with transplant of whole organ,Y83.0,14,395829,Unreliable
1999,Minnesota,27,65-74 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,30,295435,10.2
1999,Minnesota,27,65-74 years,Removal of other organ (partial) (total),Y83.6,12,295435,Unreliable
1999,Minnesota,27,65-74 years,"Surgical procedure, unspecified",Y83.9,21,295435,7.1
1999,Minnesota,27,75-84 years,Surgical operation with implant of artificial internal device,Y83.1,13,212047,Unreliable
1999,Minnesota,27,75-84 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,24,212047,11.3
1999,Minnesota,27,75-84 years,Other reconstructive surgery,Y83.4,16,212047,Unreliable
1999,Minnesota,27,75-84 years,Removal of other organ (partial) (total),Y83.6,25,212047,11.8
1999,Minnesota,27,75-84 years,Other surgical procedures,Y83.8,13,212047,Unreliable
1999,Minnesota,27,75-84 years,"Surgical procedure, unspecified",Y83.9,42,212047,19.8
1999,Minnesota,27,85+ years,Surgical operation with implant of artificial internal device,Y83.1,10,84817,Unreliable
1999,Minnesota,27,85+ years,Other reconstructive surgery,Y83.4,29,84817,34.2
1999,Minnesota,27,85+ years,Removal of other organ (partial) (total),Y83.6,10,84817,Unreliable
1999,Minnesota,27,85+ years,"Surgical procedure, unspecified",Y83.9,60,84817,70.7
1999,Mississippi,28,55-64 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,17,242369,Unreliable
1999,Mississippi,28,65-74 years,Surgical operation with implant of artificial internal device,Y83.1,11,185423,Unreliable
1999,Mississippi,28,65-74 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,26,185423,14
1999,Mississippi,28,65-74 years,Removal of other organ (partial) (total),Y83.6,11,185423,Unreliable
1999,Mississippi,28,65-74 years,"Surgical procedure, unspecified",Y83.9,13,185423,Unreliable
1999,Mississippi,28,75-84 years,Surgical operation with implant of artificial internal device,Y83.1,17,114646,Unreliable
1999,Mississippi,28,75-84 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,21,114646,18.3
1999,Mississippi,28,75-84 years,"Surgical procedure, unspecified",Y83.9,19,114646,Unreliable
1999,Mississippi,28,85+ years,Surgical operation with implant of artificial internal device,Y83.1,18,42266,Unreliable
1999,Mississippi,28,85+ years,"Surgical procedure, unspecified",Y83.9,12,42266,Unreliable
1999,Missouri,29,45-54 years,Surgical operation with transplant of whole organ,Y83.0,11,721187,Unreliable
1999,Missouri,29,55-64 years,Surgical operation with transplant of whole organ,Y83.0,11,499269,Unreliable
1999,Missouri,29,55-64 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,17,499269,Unreliable
1999,Missouri,29,55-64 years,"Surgical procedure, unspecified",Y83.9,12,499269,Unreliable
1999,Missouri,29,65-74 years,Surgical operation with implant of artificial internal device,Y83.1,17,393923,Unreliable
1999,Missouri,29,65-74 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,36,393923,9.1
1999,Missouri,29,65-74 years,Other reconstructive surgery,Y83.4,10,393923,Unreliable
1999,Missouri,29,65-74 years,Removal of other organ (partial) (total),Y83.6,25,393923,6.3
1999,Missouri,29,65-74 years,"Surgical procedure, unspecified",Y83.9,21,393923,5.3
1999,Missouri,29,75-84 years,Surgical operation with implant of artificial internal device,Y83.1,31,262582,11.8
1999,Missouri,29,75-84 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,33,262582,12.6
1999,Missouri,29,75-84 years,Other reconstructive surgery,Y83.4,14,262582,Unreliable
1999,Missouri,29,75-84 years,Amputation of limb(s),Y83.5,13,262582,Unreliable
1999,Missouri,29,75-84 years,Removal of other organ (partial) (total),Y83.6,20,262582,7.6
1999,Missouri,29,75-84 years,"Surgical procedure, unspecified",Y83.9,33,262582,12.6
1999,Missouri,29,85+ years,Surgical operation with implant of artificial internal device,Y83.1,16,97719,Unreliable
1999,Missouri,29,85+ years,"Surgical operation with anastomosis, bypass or graft",Y83.2,12,97719,Unreliable
1999,Missouri,29,85+ years,Removal of other organ (partial) (total),Y83.6,19,97719,Unreliable
1999,Missouri,29,85+ years,"Surgical procedure, unspecified",Y83.9,19,97719,Unreliable
1999,Nebraska,31,65-74 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,13,116420,Unreliable
1999,Nebraska,31,65-74 years,"Surgical procedure, unspecified",Y83.9,10,116420,Unreliable
1999,Nebraska,31,75-84 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,19,82256,Unreliable
1999,Nebraska,31,75-84 years,"Surgical procedure, unspecified",Y83.9,14,82256,Unreliable
1999,Nebraska,31,85+ years,Surgical operation with implant of artificial internal device,Y83.1,11,33855,Unreliable
1999,Nebraska,31,85+ years,"Surgical procedure, unspecified",Y83.9,10,33855,Unreliable
1999,Nevada,32,65-74 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,10,129727,Unreliable
1999,Nevada,32,75-84 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,13,67981,Unreliable
1999,Nevada,32,75-84 years,"Surgical procedure, unspecified",Y83.9,14,67981,Unreliable
1999,New Hampshire,33,75-84 years,"Surgical procedure, unspecified",Y83.9,13,50737,Unreliable
1999,New Jersey,34,45-54 years,Surgical operation with transplant of whole organ,Y83.0,11,1131136,Unreliable
1999,New Jersey,34,45-54 years,Removal of other organ (partial) (total),Y83.6,11,1131136,Unreliable
1999,New Jersey,34,55-64 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,18,741079,Unreliable
1999,New Jersey,34,55-64 years,"Surgical procedure, unspecified",Y83.9,15,741079,Unreliable
1999,New Jersey,34,65-74 years,Surgical operation with implant of artificial internal device,Y83.1,30,578843,5.2
1999,New Jersey,34,65-74 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,58,578843,10
1999,New Jersey,34,65-74 years,Other reconstructive surgery,Y83.4,12,578843,Unreliable
1999,New Jersey,34,65-74 years,Removal of other organ (partial) (total),Y83.6,18,578843,Unreliable
1999,New Jersey,34,65-74 years,"Surgical procedure, unspecified",Y83.9,30,578843,5.2
1999,New Jersey,34,75-84 years,Surgical operation with implant of artificial internal device,Y83.1,38,397677,9.6
1999,New Jersey,34,75-84 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,62,397677,15.6
1999,New Jersey,34,75-84 years,Surgical operation with formation of external stoma,Y83.3,11,397677,Unreliable
1999,New Jersey,34,75-84 years,Other reconstructive surgery,Y83.4,13,397677,Unreliable
1999,New Jersey,34,75-84 years,Amputation of limb(s),Y83.5,12,397677,Unreliable
1999,New Jersey,34,75-84 years,Removal of other organ (partial) (total),Y83.6,31,397677,7.8
1999,New Jersey,34,75-84 years,Other surgical procedures,Y83.8,12,397677,Unreliable
1999,New Jersey,34,75-84 years,"Surgical procedure, unspecified",Y83.9,49,397677,12.3
1999,New Jersey,34,85+ years,Surgical operation with implant of artificial internal device,Y83.1,32,132703,24.1
1999,New Jersey,34,85+ years,"Surgical operation with anastomosis, bypass or graft",Y83.2,18,132703,Unreliable
1999,New Jersey,34,85+ years,Removal of other organ (partial) (total),Y83.6,19,132703,Unreliable
1999,New Jersey,34,85+ years,"Surgical procedure, unspecified",Y83.9,20,132703,15.1
1999,New Mexico,35,65-74 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,12,116384,Unreliable
1999,New Mexico,35,65-74 years,Removal of other organ (partial) (total),Y83.6,13,116384,Unreliable
1999,New Mexico,35,75-84 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,13,69491,Unreliable
1999,New Mexico,35,75-84 years,Removal of other organ (partial) (total),Y83.6,16,69491,Unreliable
1999,New Mexico,35,85+ years,Surgical operation with implant of artificial internal device,Y83.1,10,22537,Unreliable
1999,New York,36,35-44 years,Surgical operation with transplant of whole organ,Y83.0,13,3069824,Unreliable
1999,New York,36,45-54 years,Surgical operation with transplant of whole organ,Y83.0,18,2495085,Unreliable
1999,New York,36,45-54 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,22,2495085,0.9
1999,New York,36,45-54 years,Removal of other organ (partial) (total),Y83.6,20,2495085,0.8
1999,New York,36,45-54 years,Other surgical procedures,Y83.8,10,2495085,Unreliable
1999,New York,36,45-54 years,"Surgical procedure, unspecified",Y83.9,12,2495085,Unreliable
1999,New York,36,55-64 years,Surgical operation with transplant of whole organ,Y83.0,14,1665039,Unreliable
1999,New York,36,55-64 years,Surgical operation with implant of artificial internal device,Y83.1,13,1665039,Unreliable
1999,New York,36,55-64 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,30,1665039,1.8
1999,New York,36,55-64 years,Other reconstructive surgery,Y83.4,17,1665039,Unreliable
1999,New York,36,55-64 years,Removal of other organ (partial) (total),Y83.6,30,1665039,1.8
1999,New York,36,55-64 years,Other surgical procedures,Y83.8,14,1665039,Unreliable
1999,New York,36,55-64 years,"Surgical procedure, unspecified",Y83.9,21,1665039,1.3
1999,New York,36,65-74 years,Surgical operation with implant of artificial internal device,Y83.1,37,1275887,2.9
1999,New York,36,65-74 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,69,1275887,5.4
1999,New York,36,65-74 years,Surgical operation with formation of external stoma,Y83.3,14,1275887,Unreliable
1999,New York,36,65-74 years,Other reconstructive surgery,Y83.4,32,1275887,2.5
1999,New York,36,65-74 years,Amputation of limb(s),Y83.5,17,1275887,Unreliable
1999,New York,36,65-74 years,Removal of other organ (partial) (total),Y83.6,57,1275887,4.5
1999,New York,36,65-74 years,Other surgical procedures,Y83.8,28,1275887,2.2
1999,New York,36,65-74 years,"Surgical procedure, unspecified",Y83.9,56,1275887,4.4
1999,New York,36,75-84 years,Surgical operation with implant of artificial internal device,Y83.1,51,849253,6
1999,New York,36,75-84 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,78,849253,9.2
1999,New York,36,75-84 years,Surgical operation with formation of external stoma,Y83.3,14,849253,Unreliable
1999,New York,36,75-84 years,Other reconstructive surgery,Y83.4,36,849253,4.2
1999,New York,36,75-84 years,Amputation of limb(s),Y83.5,15,849253,Unreliable
1999,New York,36,75-84 years,Removal of other organ (partial) (total),Y83.6,52,849253,6.1
1999,New York,36,75-84 years,Other surgical procedures,Y83.8,26,849253,3.1
1999,New York,36,75-84 years,"Surgical procedure, unspecified",Y83.9,73,849253,8.6
1999,New York,36,85+ years,Surgical operation with implant of artificial internal device,Y83.1,33,304615,10.8
1999,New York,36,85+ years,"Surgical operation with anastomosis, bypass or graft",Y83.2,27,304615,8.9
1999,New York,36,85+ years,Surgical operation with formation of external stoma,Y83.3,16,304615,Unreliable
1999,New York,36,85+ years,Other reconstructive surgery,Y83.4,13,304615,Unreliable
1999,New York,36,85+ years,Removal of other organ (partial) (total),Y83.6,40,304615,13.1
1999,New York,36,85+ years,Other surgical procedures,Y83.8,20,304615,6.6
1999,New York,36,85+ years,"Surgical procedure, unspecified",Y83.9,27,304615,8.9
1999,North Carolina,37,45-54 years,Surgical operation with transplant of whole organ,Y83.0,17,1055999,Unreliable
1999,North Carolina,37,45-54 years,"Surgical procedure, unspecified",Y83.9,14,1055999,Unreliable
1999,North Carolina,37,55-64 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,21,709827,3
1999,North Carolina,37,55-64 years,Removal of other organ (partial) (total),Y83.6,11,709827,Unreliable
1999,North Carolina,37,55-64 years,Other surgical procedures,Y83.8,15,709827,Unreliable
1999,North Carolina,37,55-64 years,"Surgical procedure, unspecified",Y83.9,23,709827,3.2
1999,North Carolina,37,65-74 years,Surgical operation with implant of artificial internal device,Y83.1,19,531941,Unreliable
1999,North Carolina,37,65-74 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,54,531941,10.2
1999,North Carolina,37,65-74 years,Removal of other organ (partial) (total),Y83.6,17,531941,Unreliable
1999,North Carolina,37,65-74 years,"Surgical procedure, unspecified",Y83.9,32,531941,6
1999,North Carolina,37,75-84 years,Surgical operation with implant of artificial internal device,Y83.1,30,326262,9.2
1999,North Carolina,37,75-84 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,46,326262,14.1
1999,North Carolina,37,75-84 years,Other reconstructive surgery,Y83.4,23,326262,7
1999,North Carolina,37,75-84 years,Amputation of limb(s),Y83.5,18,326262,Unreliable
1999,North Carolina,37,75-84 years,Removal of other organ (partial) (total),Y83.6,18,326262,Unreliable
1999,North Carolina,37,75-84 years,Other surgical procedures,Y83.8,15,326262,Unreliable
1999,North Carolina,37,75-84 years,"Surgical procedure, unspecified",Y83.9,48,326262,14.7
1999,North Carolina,37,85+ years,Surgical operation with implant of artificial internal device,Y83.1,16,103560,Unreliable
1999,North Carolina,37,85+ years,Removal of other organ (partial) (total),Y83.6,10,103560,Unreliable
1999,North Carolina,37,85+ years,"Surgical procedure, unspecified",Y83.9,25,103560,24.1
1999,Ohio,39,35-44 years,Surgical operation with transplant of whole organ,Y83.0,16,1816873,Unreliable
1999,Ohio,39,45-54 years,Surgical operation with transplant of whole organ,Y83.0,18,1524753,Unreliable
1999,Ohio,39,45-54 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,20,1524753,1.3
1999,Ohio,39,45-54 years,Removal of other organ (partial) (total),Y83.6,20,1524753,1.3
1999,Ohio,39,45-54 years,"Surgical procedure, unspecified",Y83.9,10,1524753,Unreliable
1999,Ohio,39,55-64 years,Surgical operation with transplant of whole organ,Y83.0,23,1002437,2.3
1999,Ohio,39,55-64 years,Surgical operation with implant of artificial internal device,Y83.1,11,1002437,Unreliable
1999,Ohio,39,55-64 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,45,1002437,4.5
1999,Ohio,39,55-64 years,Other reconstructive surgery,Y83.4,11,1002437,Unreliable
1999,Ohio,39,55-64 years,Removal of other organ (partial) (total),Y83.6,22,1002437,2.2
1999,Ohio,39,55-64 years,Other surgical procedures,Y83.8,12,1002437,Unreliable
1999,Ohio,39,55-64 years,"Surgical procedure, unspecified",Y83.9,24,1002437,2.4
1999,Ohio,39,65-74 years,Surgical operation with transplant of whole organ,Y83.0,12,796068,Unreliable
1999,Ohio,39,65-74 years,Surgical operation with implant of artificial internal device,Y83.1,35,796068,4.4
1999,Ohio,39,65-74 years,"Surgical operation with anastomosis, bypass or graft",Y83.2,90,796068,11.3
1999,Ohio,39,65-74 years,Other reconstructive surgery,Y83.4,35,796068,4.4
1999,Ohio,39,65-74 years,Amputation of limb(s),Y83.5,10,796068,Unreliable
1999,Ohio,39,65-74 years,Removal of other organ (partial) (total),Y83.6,50,796068,6.3
1999,Ohio,39,65-74 years,Other surgical procedures,Y83.8,24,796068,3
1999,Ohio,39,65-74 years,"Surgical procedure, unspecified",Y83.9,68,796068,8.5
